Date,Value
14/05/2019,3.806E-05
15/05/2019,1.857E-06
16/05/2019,2.147E-07
17/05/2019,1.293E-07
18/05/2019,1.238E-07
19/05/2019,1.208E-07
20/05/2019,1.519E-07
21/05/2019,1.373E-07
22/05/2019,1.383E-07
23/05/2019,1.586E-07
24/05/2019,1.394E-07
25/05/2019,1.389E-07
26/05/2019,1.306E-07
27/05/2019,1.256E-07
28/05/2019,1.73E-07
29/05/2019,1.757E-07
30/05/2019,1.642E-07
31/05/2019,1.474E-07
01/06/2019,1.784E-07
02/06/2019,1.976E-07
03/06/2019,1.694E-07
04/06/2019,1.546E-07
05/06/2019,1.757E-07
06/06/2019,1.504E-07
07/06/2019,1.355E-07
08/06/2019,1.296E-07
09/06/2019,1.264E-07
10/06/2019,1.615E-07
11/06/2019,2.029E-07
12/06/2019,1.601E-07
13/06/2019,2.072E-07
14/06/2019,1.997E-07
15/06/2019,2.092E-07
16/06/2019,2.31E-07
17/06/2019,1.74E-07
18/06/2019,1.651E-07
19/06/2019,0.00177
20/06/2019,0.0001522
21/06/2019,3.91E-06
22/06/2019,2.537E-07
23/06/2019,1.365E-07
24/06/2019,1.41E-07
25/06/2019,1.836E-07
26/06/2019,1.403E-07
27/06/2019,1.26E-07
28/06/2019,1.184E-07
29/06/2019,1.539E-07
30/06/2019,1.49E-07
01/07/2019,1.38E-07
02/07/2019,1.396E-07
03/07/2019,1.313E-07
04/07/2019,1.382E-07
05/07/2019,1.808E-07
06/07/2019,0.00221
07/07/2019,0.0001511
08/07/2019,0.000105
09/07/2019,1.052E-05
10/07/2019,9.847E-07
11/07/2019,2.162E-07
12/07/2019,1.599E-07
13/07/2019,1.414E-07
14/07/2019,1.483E-07
15/07/2019,1.422E-07
16/07/2019,2.171E-07
17/07/2019,2.531E-07
18/07/2019,1.908E-07
19/07/2019,2.118E-07
20/07/2019,1.83E-07
21/07/2019,1.566E-07
22/07/2019,2.588E-07
23/07/2019,2.131E-07
24/07/2019,1.759E-07
25/07/2019,1.546E-07
26/07/2019,1.533E-07
27/07/2019,1.377E-07
28/07/2019,2.234E-07
29/07/2019,1.749E-07
30/07/2019,2.62E-07
31/07/2019,1.58E-07
01/08/2019,1.257E-07
02/08/2019,1.3E-07
03/08/2019,1.313E-07
04/08/2019,1.249E-07
05/08/2019,1.029E-07
06/08/2019,1.73E-07
07/08/2019,3.006E-07
08/08/2019,3.504E-07
09/08/2019,2.064E-07
10/08/2019,1.78E-07
11/08/2019,1.306E-07
12/08/2019,1.034E-07
13/08/2019,1.595E-07
14/08/2019,1.313E-07
15/08/2019,3.535E-07
16/08/2019,3.208E-07
17/08/2019,4.693E-07
18/08/2019,3.73E-07
19/08/2019,3.732E-07
20/08/2019,1.741E-07
21/08/2019,3.973E-07
22/08/2019,4.174E-07
23/08/2019,2.604E-07
24/08/2019,1.889E-07
25/08/2019,1.279E-07
26/08/2019,1.276E-07
27/08/2019,3.631E-07
28/08/2019,5.11E-07
29/08/2019,2.664E-07
30/08/2019,1.872E-07
31/08/2019,1.487E-07
01/09/2019,4.358E-07
02/09/2019,5.558E-07
03/09/2019,2.827E-07
04/09/2019,4.919E-07
05/09/2019,2.806E-07
06/09/2019,2.459E-07
07/09/2019,2.137E-07
08/09/2019,2.303E-07
09/09/2019,2.272E-07
10/09/2019,1.523E-07
11/09/2019,4.098E-07
12/09/2019,5.653E-07
13/09/2019,3.505E-07
14/09/2019,5.281E-07
15/09/2019,3.594E-07
16/09/2019,2.383E-07
17/09/2019,1.773E-07
18/09/2019,1.643E-07
19/09/2019,1.464E-07
20/09/2019,1.244E-07
21/09/2019,9.404E-08
22/09/2019,1.132E-07
23/09/2019,4.356E-07
24/09/2019,3.258E-07
25/09/2019,1.981E-07
26/09/2019,3.149E-07
27/09/2019,2.129E-07
28/09/2019,2.444E-07
29/09/2019,3.205E-07
30/09/2019,4.365E-07
01/10/2019,4.09E-07
02/10/2019,6.21E-07
03/10/2019,7.879E-07
04/10/2019,5E-07
05/10/2019,3.971E-07
06/10/2019,4.554E-07
07/10/2019,0.002164
08/10/2019,0.000153
09/10/2019,1.25E-05
10/10/2019,2.036E-06
11/10/2019,5.121E-07
12/10/2019,6.555E-07
13/10/2019,4.211E-07
14/10/2019,4.039E-07
15/10/2019,3.502E-07
16/10/2019,6.656E-07
17/10/2019,5.896E-07
18/10/2019,4.911E-07
19/10/2019,4.103E-07
